team_abbreviation_home,team_abbreviation_away,lambda_h,actual_home_pts,home_error,lambda_a,actual_away_pts,away_error,home_win
ATL,IND,122.70165,120.0,-2.7016525268554688,123.60282,118.0,-5.602821350097656,1
CHA,BKN,102.0853,105.0,2.914703369140625,109.12994,102.0,-7.129936218261719,1
POR,DET,112.578575,112.0,-0.5785751342773438,110.70618,119.0,8.2938232421875,0
NOP,MEM,115.29557,104.0,-11.295570373535156,112.704956,107.0,-5.7049560546875,0
PHI,UTA,114.47112,126.0,11.52887725830078,109.70536,122.0,12.294639587402344,1
DAL,PHX,112.46488,116.0,3.535118103027344,115.2705,125.0,9.729499816894531,0
LAC,SAC,113.00987,111.0,-2.009872436523437,114.370674,110.0,-4.370674133300781,1
MIL,CLE,117.329926,100.0,-17.329925537109375,110.06969,112.0,1.9303131103515625,0
MIN,SAS,116.09323,141.0,24.906768798828125,111.35069,124.0,12.649307250976562,1
BKN,LAL,108.949776,111.0,2.0502243041992188,109.12457,108.0,-1.12457275390625,1
HOU,ORL,108.37014,97.0,-11.370140075683594,103.220604,84.0,-19.220603942871094,1
GSW,POR,114.751976,130.0,15.248023986816406,107.68565,120.0,12.314346313476562,1
MEM,PHX,117.29804,120.0,2.7019577026367188,114.41655,118.0,3.5834503173828125,1
SAC,NYK,117.94162,104.0,-13.941619873046877,109.632256,133.0,23.36774444580078,0
TOR,WAS,115.30013,119.0,3.699867248535156,107.31991,104.0,-3.319908142089844,1
MIA,CHA,111.4242,102.0,-9.424201965332031,98.90602,105.0,6.0939788818359375,0
BOS,UTA,115.59393,114.0,-1.59393310546875,103.78467,108.0,4.21533203125,1
CHI,IND,113.91751,121.0,7.082489013671875,114.94425,103.0,-11.944252014160156,1
CLE,BKN,114.54686,109.0,-5.5468597412109375,108.94442,104.0,-4.944419860839844,1
NOP,LAC,111.76391,127.0,15.236091613769531,110.91288,120.0,9.087120056152344,1
TOR,PHI,108.83917,118.0,9.16082763671875,106.9982,105.0,-1.998199462890625,1
SAS,DAL,114.58368,126.0,11.41632080078125,115.787285,116.0,0.2127151489257812,1
BOS,OKC,114.58537,112.0,-2.5853729248046875,112.80776,118.0,5.192237854003906,0
ATL,CHA,121.08203,123.0,1.91796875,114.96343,110.0,-4.963432312011719,1
MEM,UTA,115.913956,122.0,6.0860443115234375,110.84959,115.0,4.150413513183594,1
POR,NYK,112.52667,113.0,0.47332763671875,109.344536,114.0,4.655464172363281,0
HOU,PHX,116.50321,111.0,-5.503211975097656,109.37765,104.0,-5.377647399902344,1
MIA,LAC,108.49754,104.0,-4.4975433349609375,108.864555,119.0,10.13544464111328,0
MIL,LAL,112.669815,126.0,13.330184936523438,108.189995,106.0,-2.1899948120117188,1
DET,WAS,115.4337,125.0,9.566299438476562,108.49568,129.0,20.504318237304688,0
NOP,ORL,108.1772,93.0,-15.177200317382812,104.77148,113.0,8.228523254394531,0
GSW,SAC,116.05665,130.0,13.943351745605469,111.63581,104.0,-7.635810852050781,1
CHI,BKN,112.25073,116.0,3.749267578125,109.98669,110.0,0.0133132934570312,1
UTA,TOR,110.63477,118.0,7.365226745605469,114.38693,126.0,11.613067626953123,0
MEM,CLE,114.37199,124.0,9.628013610839844,104.31067,133.0,28.6893310546875,0
MIN,ORL,109.28235,118.0,8.7176513671875,101.88781,111.0,9.112190246582031,1
PHX,SAC,113.9387,122.0,8.061302185058594,109.38605,106.0,-3.38604736328125,1
HOU,DAL,114.50704,133.0,18.492958068847656,108.40213,96.0,-12.402130126953123,1
DEN,LAL,114.889015,131.0,16.110984802246094,109.89081,126.0,16.10919189453125,1
ATL,LAC,116.19198,98.0,-18.191978454589844,119.768715,121.0,1.2312850952148438,0
PHI,IND,114.484985,100.0,-14.4849853515625,105.030334,112.0,6.96966552734375,0
MIA,BOS,105.54855,91.0,-14.548553466796877,106.96203,103.0,-3.9620285034179688,0
SAS,CHA,115.55017,134.0,18.4498291015625,108.64136,145.0,36.358642578125,0
DET,OKC,113.50997,107.0,-6.509971618652344,114.34848,113.0,-1.348480224609375,0
MEM,MIA,112.00212,125.0,12.997879028320312,102.72993,91.0,-11.72992706298828,1
SAS,NOP,112.05356,119.0,6.946441650390625,116.13376,115.0,-1.133758544921875,1
HOU,CHI,114.00206,117.0,2.9979400634765625,104.458405,114.0,9.541595458984377,1
BKN,BOS,103.73133,113.0,9.268669128417969,108.72132,115.0,6.278678894042969,0
GSW,NYK,116.162506,97.0,-19.162506103515625,103.336975,94.0,-9.33697509765625,1
DEN,WAS,118.10888,123.0,4.891120910644531,109.01904,126.0,16.98095703125,0
POR,TOR,111.2122,105.0,-6.212196350097656,111.88287,102.0,-9.88287353515625,1
DAL,PHI,108.20346,125.0,16.796539306640625,114.49837,130.0,15.501632690429688,0
CLE,ORL,109.55878,103.0,-6.55877685546875,101.3169,108.0,6.683097839355469,0
LAC,CHA,118.17164,123.0,4.828361511230469,106.19971,88.0,-18.19970703125,1
LAL,PHX,111.96869,107.0,-4.96868896484375,107.60214,96.0,-11.602142333984377,1
MIL,OKC,115.60799,105.0,-10.607986450195312,112.03806,121.0,8.961936950683594,0
UTA,CHI,113.729225,97.0,-16.729225158691406,111.77772,111.0,-0.7777175903320312,0
GSW,DEN,116.354256,105.0,-11.354255676269531,108.750565,114.0,5.249435424804688,0
NOP,DET,110.975464,81.0,-29.9754638671875,111.48649,127.0,15.513511657714844,0
PHX,TOR,109.85115,129.0,19.148849487304688,111.643906,89.0,-22.64390563964844,1
LAL,SAS,115.09085,125.0,9.909149169921877,108.468216,109.0,0.5317840576171875,1
NYK,MIA,104.94232,116.0,11.05767822265625,104.315544,95.0,-9.315544128417969,1
POR,WAS,117.102554,112.0,-5.102554321289063,112.62083,97.0,-15.620826721191406,1
HOU,PHI,111.494576,144.0,32.50542449951172,109.5999,137.0,27.40010070800781,1
MIN,IND,112.91771,130.0,17.082290649414062,108.97305,132.0,23.02694702148437,0
BOS,BKN,115.3933,104.0,-11.393302917480469,109.9514,96.0,-13.951400756835938,1
LAC,CLE,111.47586,132.0,20.524139404296875,111.35022,119.0,7.6497802734375,1
GSW,MIL,116.4057,104.0,-12.40570068359375,112.73425,93.0,-19.7342529296875,1
CHA,ATL,112.079155,102.0,-10.07915496826172,114.54123,134.0,19.458770751953125,0
LAL,DEN,111.69188,120.0,8.308120727539062,108.89965,108.0,-0.8996505737304688,1
MIA,DET,107.86568,113.0,5.134323120117188,104.51844,116.0,11.481559753417969,0
UTA,WAS,116.27473,128.0,11.72527313232422,113.794,112.0,-1.7939987182617188,1
PHX,CHI,115.10776,127.0,11.892242431640623,109.893425,121.0,11.106575012207031,1
SAS,NYK,110.057724,120.0,9.942276000976562,112.88664,105.0,-7.886642456054687,1
SAC,CLE,114.24651,123.0,8.753486633300781,112.753174,119.0,6.246826171875,1
ORL,HOU,107.25473,108.0,0.745269775390625,110.69462,116.0,5.305381774902344,0
IND,DAL,115.77917,135.0,19.22083282470703,118.96531,131.0,12.034690856933594,1
OKC,PHI,118.78364,133.0,14.21636199951172,112.809425,100.0,-12.809425354003906,1
SAC,CHI,114.0795,116.0,1.920501708984375,114.46403,128.0,13.535972595214844,0
GSW,TOR,111.39175,117.0,5.608253479003906,108.123726,114.0,5.876274108886719,1
LAL,MIL,110.85926,89.0,-21.85926055908203,110.61188,118.0,7.38812255859375,0
CHA,NYK,103.488655,115.0,11.511344909667969,108.72065,98.0,-10.72064971923828,1
POR,DEN,113.927284,128.0,14.072715759277344,111.55908,109.0,-2.55908203125,1
DAL,DET,108.4962,123.0,14.503799438476562,111.78422,117.0,5.215782165527344,1
SAS,PHI,113.16167,128.0,14.838333129882812,118.96179,120.0,1.0382080078125,1
PHX,CLE,113.4768,123.0,9.523200988769531,110.501175,112.0,1.4988250732421875,1
UTA,BOS,109.31336,99.0,-10.313362121582031,111.40513,121.0,9.594871520996094,0
OKC,CHA,124.678856,141.0,16.321144104003906,108.01613,106.0,-2.0161285400390625,1
LAC,MEM,116.302505,128.0,11.697494506835938,112.26337,108.0,-4.26336669921875,1
MIN,NOP,113.74436,134.0,20.255638122558597,108.86985,93.0,-15.869850158691406,1
MIA,HOU,108.15012,98.0,-10.150123596191406,109.51992,102.0,-7.519920349121094,0
LAL,CHI,111.314804,115.0,3.6851959228515625,109.221924,146.0,36.778076171875,0
SAC,MIL,114.47238,108.0,-6.472381591796875,119.95281,114.0,-5.952812194824219,0
ATL,GSW,115.608315,124.0,8.391685485839844,119.33296,115.0,-4.3329620361328125,1
IND,BKN,115.322235,108.0,-7.322235107421875,114.77561,103.0,-11.775611877441406,1
NYK,WAS,111.395515,122.0,10.604484558105469,105.99052,103.0,-2.990516662597656,1
UTA,CLE,114.43881,91.0,-23.43881225585937,108.81515,120.0,11.184852600097656,0
ATL,PHI,116.37484,132.0,15.625160217285156,117.82538,119.0,1.17462158203125,1
DET,NOP,115.2859,136.0,20.71410369873047,105.502914,130.0,24.497085571289062,1
TOR,SAS,115.07406,89.0,-26.074058532714844,109.46197,123.0,13.53803253173828,0
HOU,DEN,114.06878,111.0,-3.0687789916992188,104.00552,116.0,11.994476318359377,0
LAC,OKC,110.00809,101.0,-9.008087158203123,108.94318,103.0,-5.94317626953125,0
POR,BOS,109.55246,116.0,6.447540283203125,113.5444,129.0,15.455596923828123,0
IND,MIN,115.47472,119.0,3.5252838134765625,120.688965,103.0,-17.68896484375,1
NOP,PHI,109.712265,112.0,2.2877349853515625,114.76067,99.0,-15.76067352294922,1
ORL,LAL,115.1195,118.0,2.8805007934570312,112.19043,106.0,-6.1904296875,1
BKN,DAL,109.57226,101.0,-8.572257995605469,109.35763,120.0,10.642372131347656,0
WAS,TOR,112.3618,104.0,-8.361801147460938,113.81701,112.0,-1.8170089721679688,0
DEN,CHI,115.98207,119.0,3.017929077148437,108.04054,129.0,20.959457397460938,0
SAC,BOS,107.131134,95.0,-12.131134033203123,116.326965,113.0,-3.32696533203125,0
PHX,MIL,111.03554,108.0,-3.0355377197265625,112.346695,106.0,-6.346694946289063,1
SAC,OKC,107.09646,105.0,-2.0964584350585938,118.543274,121.0,2.45672607421875,0
DET,SAS,118.104546,122.0,3.895454406738281,113.61194,96.0,-17.6119384765625,1
NYK,DAL,110.73943,128.0,17.26056671142578,111.70535,113.0,1.294647216796875,1
MIA,GSW,105.368835,112.0,6.63116455078125,107.24276,86.0,-21.242759704589844,1
POR,CLE,112.36834,111.0,-1.3683395385742188,110.1507,122.0,11.84929656982422,0
CHA,ORL,105.238785,104.0,-1.2387847900390625,106.49281,111.0,4.5071868896484375,0
HOU,ATL,118.93491,121.0,2.0650863647460938,110.22889,114.0,3.7711105346679688,1
UTA,MEM,112.55839,103.0,-9.558387756347656,111.37268,140.0,28.6273193359375,0
PHI,WAS,119.18817,114.0,-5.18817138671875,109.7892,119.0,9.210800170898438,0
PHX,BOS,108.45854,102.0,-6.458541870117188,109.79087,132.0,22.209129333496094,0
NYK,LAC,104.49263,113.0,8.507369995117188,109.10621,126.0,16.89379119873047,0
DEN,MIL,113.0683,127.0,13.93170166015625,116.16871,117.0,0.8312911987304688,1
IND,LAL,116.52671,119.0,2.4732894897460938,114.57701,120.0,5.4229888916015625,0
WAS,IND,117.1688,109.0,-8.168800354003906,119.92936,162.0,42.07064056396485,0
CLE,SAS,113.934296,124.0,10.065704345703123,113.1403,116.0,2.859703063964844,1
ORL,DAL,110.398476,92.0,-18.398475646972656,114.68404,101.0,-13.684036254882812,0
UTA,HOU,106.830826,110.0,3.169174194335937,110.46551,121.0,10.53449249267578,0
SAC,POR,113.10583,128.0,14.894172668457031,113.32896,107.0,-6.328956604003906,1
CHI,LAL,115.555244,119.0,3.4447555541992188,110.80208,117.0,6.197921752929688,1
MIA,ATL,110.04046,122.0,11.95954132080078,108.97154,112.0,3.0284576416015625,1
DET,CLE,110.59632,133.0,22.40367889404297,106.785095,122.0,15.21490478515625,1
MIL,NYK,110.592476,107.0,-3.592475891113281,106.00694,116.0,9.993057250976562,0
NOP,GSW,108.10393,95.0,-13.103927612304688,112.30979,111.0,-1.3097915649414062,0
BKN,LAC,106.7206,100.0,-6.7205963134765625,108.7205,132.0,23.279502868652344,0
DEN,UTA,118.638054,129.0,10.361946105957031,107.49414,93.0,-14.494140625,1
MIN,PHX,113.16323,124.0,10.836769104003906,111.084045,109.0,-2.08404541015625,1
OKC,IND,118.95635,132.0,13.04364776611328,111.63613,111.0,-0.6361312866210938,1
WAS,BKN,112.99225,112.0,-0.99224853515625,112.778984,115.0,2.221015930175781,0
SAS,BOS,107.15587,111.0,3.8441314697265625,115.96985,121.0,5.0301513671875,0
CHI,DAL,115.36244,119.0,3.6375579833984375,112.97598,120.0,7.024017333984375,0
ORL,SAC,111.15049,121.0,9.849510192871094,108.70209,91.0,-17.70208740234375,1
MEM,LAL,116.275,127.0,10.724998474121094,111.98316,134.0,22.01683807373047,0
PHI,MIA,109.1137,95.0,-14.11370086669922,102.61521,118.0,15.384788513183594,0
NYK,POR,113.92403,110.0,-3.924026489257813,104.76858,93.0,-11.768577575683594,1
MIN,DET,112.424774,123.0,10.575225830078123,106.91588,104.0,-2.915878295898437,1
NOP,CHA,111.77638,98.0,-13.776382446289062,110.29366,94.0,-16.293663024902344,1
SAS,GSW,110.35911,106.0,-4.359107971191406,113.51592,148.0,34.48407745361328,0
MIL,ATL,119.06559,124.0,4.934410095214844,112.44043,145.0,32.5595703125,0
CLE,LAC,110.62348,127.0,16.37651824951172,112.50634,122.0,9.493659973144531,1
PHI,TOR,109.59128,109.0,-0.591278076171875,107.23453,127.0,19.76547241210937,0
PHX,HOU,111.22959,109.0,-2.2295913696289062,110.68142,148.0,37.318580627441406,0
CHA,UTA,111.1304,110.0,-1.130401611328125,109.30773,106.0,-3.3077316284179688,1
OKC,CHI,115.90622,145.0,29.093780517578125,111.582756,117.0,5.417243957519531,1
WAS,MIA,106.71688,94.0,-12.716880798339844,107.708046,120.0,12.291954040527344,0
DAL,BKN,114.9812,109.0,-5.981201171875,114.82373,113.0,-1.82373046875,0
ORL,LAC,103.2918,87.0,-16.29180145263672,104.65009,96.0,-8.650093078613281,0
MEM,BOS,109.91213,103.0,-6.912132263183594,110.34627,117.0,6.653732299804688,0
IND,SAC,114.221725,111.0,-3.2217254638671875,112.14941,109.0,-3.1494064331054688,1
MEM,GSW,114.98032,125.0,10.019676208496094,110.91864,134.0,23.08135986328125,0
SAS,ORL,108.30366,105.0,-3.303657531738281,108.36291,116.0,7.637092590332031,0
MIL,PHX,118.16324,133.0,14.836761474609377,112.581314,123.0,10.418685913085938,1
DEN,MIN,116.92919,139.0,22.07080841064453,112.33737,140.0,27.662628173828125,0
CHI,TOR,108.08043,137.0,28.91957092285156,109.15455,118.0,8.845451354980469,1
ATL,POR,118.79554,113.0,-5.795539855957031,114.82083,127.0,12.179168701171877,0
NYK,PHI,109.19151,105.0,-4.1915130615234375,109.42241,91.0,-18.422409057617188,1
DAL,ATL,118.811966,120.0,1.1880340576171875,119.93611,118.0,-1.9361114501953125,1
CLE,NYK,110.536644,124.0,13.463356018066406,108.983185,105.0,-3.983184814453125,1
BOS,MIA,108.25177,103.0,-5.25177001953125,100.9206,124.0,23.07939910888672,0
HOU,UTA,122.11732,143.0,20.88268280029297,107.75433,105.0,-2.75433349609375,1
WAS,SAC,115.45363,116.0,0.5463714599609375,109.89631,111.0,1.1036911010742188,1
IND,CHA,119.715614,119.0,-0.7156143188476562,113.59314,105.0,-8.5931396484375,1
DEN,SAS,119.16073,106.0,-13.160728454589844,108.8236,113.0,4.176399230957031,0
OKC,DET,118.22191,119.0,0.7780914306640625,105.156715,103.0,-2.1567153930664062,1
LAC,NOP,116.1403,114.0,-2.140296936035156,105.04305,98.0,-7.043052673339844,1
LAL,GSW,108.68095,116.0,7.319053649902344,109.76627,123.0,13.233726501464844,0
PHI,MIL,113.20171,113.0,-0.2017135620117187,113.284164,126.0,12.715835571289062,0
MIA,MEM,108.83362,108.0,-0.8336181640625,110.42459,110.0,-0.424591064453125,0
BKN,MIN,109.381195,90.0,-19.38119506835937,111.119965,105.0,-6.119964599609375,0
WAS,ORL,105.40305,97.0,-8.403053283691406,109.67843,109.0,-0.6784286499023438,0
TOR,POR,113.57044,103.0,-10.570442199707031,109.10693,112.0,2.89306640625,0
LAL,NOP,111.34629,124.0,12.653709411621094,108.659904,108.0,-0.6599044799804688,1
BOS,PHX,116.39016,123.0,6.609840393066406,104.52851,103.0,-1.5285110473632812,1
CHI,POR,113.00206,118.0,4.9979400634765625,108.8401,113.0,4.1598968505859375,1
HOU,OKC,113.99331,125.0,11.006690979003906,110.48047,111.0,0.51953125,1
CHA,SAC,109.004074,102.0,-7.004074096679688,110.34732,125.0,14.652679443359377,0
IND,UTA,119.86339,140.0,20.13661193847656,111.328026,112.0,0.6719741821289062,1
SAS,CLE,114.27026,113.0,-1.270263671875,114.70339,114.0,-0.7033920288085938,0
TOR,DET,112.71237,105.0,-7.712371826171875,109.922775,117.0,7.0772247314453125,0
MIA,MIL,110.13222,115.0,4.8677825927734375,108.73786,121.0,12.26213836669922,0
DET,MEM,114.52184,103.0,-11.521842956542969,112.59129,109.0,-3.591293334960937,0
ATL,NYK,114.27038,105.0,-9.270378112792969,113.006584,121.0,7.993415832519531,0
LAC,DAL,116.29674,135.0,18.70326232910156,113.40599,104.0,-9.405990600585938,1
PHI,MIN,114.63723,109.0,-5.637229919433594,114.771675,114.0,-0.7716751098632812,0
POR,SAS,116.65992,120.0,3.3400802612304688,110.80715,109.0,-1.8071517944335935,1
BOS,WAS,118.31101,124.0,5.688987731933594,105.26342,90.0,-15.263420104980469,1
ATL,UTA,120.21489,147.0,26.78511047363281,114.23829,134.0,19.76171112060547,1
NOP,MIL,111.5469,107.0,-4.546897888183594,117.516266,111.0,-6.516265869140625,0
BKN,TOR,110.78792,109.0,-1.7879180908203125,109.60325,120.0,10.396751403808594,0
CLE,SAC,112.38752,113.0,0.6124801635742188,111.95193,120.0,8.048072814941406,0
NYK,PHX,115.138,112.0,-3.13800048828125,107.5947,98.0,-9.594703674316406,1
DEN,IND,116.15475,120.0,3.845252990722656,111.35691,125.0,13.643089294433594,0
CHA,CHI,106.84631,117.0,10.1536865234375,110.28545,131.0,20.71454620361328,0
MIA,PHI,111.072815,117.0,5.92718505859375,106.21758,105.0,-1.2175827026367188,1
DET,SAC,113.982,117.0,3.0179977416992188,110.473145,127.0,16.52685546875,0
PHX,GSW,111.63017,95.0,-16.630172729492188,112.550446,133.0,20.44955444335937,0
IND,WAS,121.27948,104.0,-17.27947998046875,107.91512,98.0,-9.915122985839844,1
MIL,MIN,118.51762,110.0,-8.517616271972656,116.889496,103.0,-13.889495849609377,1
BKN,NOP,111.539665,119.0,7.460334777832031,108.18205,114.0,5.8179473876953125,1
OKC,LAL,120.08358,136.0,15.916419982910156,114.25294,120.0,5.747062683105469,1
CLE,CHI,111.17111,135.0,23.828887939453125,109.13144,113.0,3.868560791015625,1
LAC,SAS,118.90644,122.0,3.0935592651367188,108.92313,117.0,8.076873779296875,1
ORL,ATL,116.02887,119.0,2.97113037109375,109.493965,112.0,2.5060348510742188,1
CHA,MEM,107.09661,100.0,-7.096611022949219,112.15625,124.0,11.84375,0
SAC,DEN,113.813156,116.0,2.1868438720703125,114.27288,124.0,9.72711944580078,0
PHX,OKC,110.84525,112.0,1.1547470092773438,111.548386,125.0,13.451614379882812,0
DAL,LAL,119.21085,97.0,-22.21085357666016,114.936745,112.0,-2.9367446899414062,0
UTA,POR,114.409134,133.0,18.590866088867188,115.65022,126.0,10.349777221679688,1
TOR,CHA,114.016525,126.0,11.983474731445312,106.08016,96.0,-10.080162048339844,1
WAS,PHI,110.041664,103.0,-7.041664123535156,116.5605,122.0,5.439498901367188,0
CHI,MIA,106.66021,119.0,12.33979034423828,109.89573,111.0,1.1042709350585938,1
MIL,NOP,117.658066,136.0,18.34193420410156,112.57122,111.0,-1.5712203979492188,1
BKN,ATL,113.58875,109.0,-4.588752746582031,113.19631,133.0,19.803688049316406,0
MEM,MIN,118.3412,125.0,6.6587982177734375,111.89477,141.0,29.10523223876953,0
LAL,HOU,115.26968,140.0,24.730323791503903,108.26555,109.0,0.7344512939453125,1
CHI,WAS,115.81848,119.0,3.1815185546875,108.07275,89.0,-19.07274627685547,1
DET,MIL,113.21197,119.0,5.788032531738281,117.85437,125.0,7.1456298828125,0
MIN,BKN,116.1866,117.0,0.8134002685546875,108.16426,91.0,-17.164260864257812,1
PHX,SAS,115.13855,117.0,1.8614501953125,106.07591,98.0,-8.075912475585938,1
POR,GSW,114.23186,86.0,-28.231857299804688,120.15678,103.0,-17.156776428222656,0
UTA,OKC,109.635284,111.0,1.364715576171875,115.738045,145.0,29.26195526123047,0
NYK,CLE,109.353714,102.0,-7.353713989257812,108.16647,108.0,-0.166473388671875,0
PHI,ATL,116.87183,110.0,-6.871833801269531,115.917274,124.0,8.082725524902344,0
IND,ORL,112.48075,115.0,2.519248962402344,105.23642,129.0,23.763580322265625,0
SAC,LAC,111.214005,100.0,-11.214004516601562,117.06437,101.0,-16.064369201660156,0
NOP,MIA,103.93909,104.0,0.0609130859375,109.25052,153.0,43.74948120117188,0
DAL,TOR,107.4451,124.0,16.554901123046875,113.500984,102.0,-11.500984191894531,1
BKN,NYK,104.28481,105.0,0.7151870727539062,106.33997,113.0,6.660026550292969,0
SAS,TOR,110.33427,125.0,14.665733337402344,113.48686,118.0,4.5131378173828125,1
NOP,OKC,112.84628,100.0,-12.846282958984377,115.59233,115.0,-0.5923309326171875,0
ATL,ORL,113.39501,117.0,3.6049880981445312,111.88885,105.0,-6.888847351074219,1
SAC,PHX,117.35886,109.0,-8.358856201171875,109.43446,98.0,-11.434463500976562,1
MIN,UTA,115.99087,116.0,0.0091323852539062,108.30567,105.0,-3.3056716918945312,1
POR,LAL,114.12292,109.0,-5.122917175292969,113.85603,81.0,-32.85603332519531,1
MIL,DET,121.043526,140.0,18.95647430419922,112.614975,133.0,20.385025024414062,1
BOS,CHA,117.173546,93.0,-24.173545837402344,98.88475,86.0,-12.884750366210938,1
MEM,DAL,113.08663,132.0,18.913368225097656,110.85271,97.0,-13.852706909179688,1
MIA,WAS,114.50683,118.0,3.4931716918945312,106.61663,119.0,12.38336944580078,0
PHI,CHI,110.27647,102.0,-8.276466369628906,108.1932,122.0,13.806800842285156,0
OKC,MEM,118.42328,118.0,-0.42327880859375,110.77868,99.0,-11.778678894042969,1
CLE,MIA,110.61436,121.0,10.385643005371094,108.6252,112.0,3.3748016357421875,1
MEM,OKC,107.63791,115.0,7.362091064453125,111.530464,117.0,5.469535827636719,0
ORL,BOS,94.77458,98.0,3.2254180908203125,105.88918,107.0,1.1108169555664062,0
MIN,LAL,109.50316,116.0,6.496841430664063,105.67617,113.0,7.323829650878906,1
MIL,IND,118.174286,103.0,-15.174285888671877,113.7302,129.0,15.269798278808594,0
MIA,CLE,107.35384,83.0,-24.353843688964844,108.585785,138.0,29.414215087890625,0
NYK,DET,112.31584,103.0,-9.315841674804688,105.40758,106.0,0.5924224853515625,0
BOS,ORL,105.54715,120.0,14.452850341796877,96.15632,89.0,-7.156318664550781,1
IND,MIL,117.982796,119.0,1.0172042846679688,112.77759,118.0,5.222412109375,1
LAL,MIN,110.66374,96.0,-14.663742065429688,108.70054,103.0,-5.700538635253906,0
DET,NYK,103.24777,113.0,9.752227783203123,106.76722,116.0,9.232780456542969,0
LAC,DEN,111.76428,111.0,-0.7642822265625,108.4346,105.0,-3.434600830078125,1
GSW,HOU,113.40296,107.0,-6.402961730957031,104.745255,115.0,10.254745483398438,0
DEN,LAC,111.71505,120.0,8.284950256347656,110.57259,101.0,-9.572593688964844,1
HOU,GSW,113.266396,89.0,-24.266395568847656,110.19241,103.0,-7.192413330078125,0
IND,CLE,114.668396,129.0,14.33160400390625,113.53243,109.0,-4.532432556152344,1
GSW,MIN,110.02425,110.0,-0.0242462158203125,105.2161,117.0,11.783897399902344,0
CLE,IND,114.27026,105.0,-9.270263671875,110.20213,114.0,3.7978668212890634,0
BOS,NYK,104.66262,127.0,22.337379455566406,96.0681,102.0,5.931900024414063,1
MIN,GSW,107.275955,121.0,13.724044799804688,101.533226,110.0,8.466773986816406,1
DEN,OKC,105.8813,119.0,13.118698120117188,106.355034,107.0,0.6449661254882812,1
NYK,BOS,97.334,119.0,21.666000366210938,107.78902,81.0,-26.78901672363281,1
OKC,DEN,111.775635,125.0,13.224365234375,105.99835,93.0,-12.99835205078125,1
MIN,OKC,106.410324,126.0,19.589675903320312,106.8935,128.0,21.10649871826172,0
OKC,MIN,115.49613,124.0,8.503868103027344,109.10137,94.0,-15.10137176513672,1
NYK,IND,112.8754,111.0,-1.875396728515625,111.34931,94.0,-17.34931182861328,1
IND,NYK,110.42875,125.0,14.571250915527344,111.499306,108.0,-3.499305725097656,1
IND,OKC,111.404175,108.0,-3.4041748046875,108.23288,91.0,-17.232879638671875,1
